food_name,food_category,food_type,food_origin,food_price,food_expiration_date,food_nutrition_facts,food_allergens,food_ingredients,food_brand,food_image,food_serving_size,food_calories,food_protein,food_fat,food_carbohydrates,food_sugar,food_fiber,food_vitamin_a,food_vitamin_c,food_calcium,food_iron,food_potassium,food_sodium,food_cholesterol,food_gluten_free,food_vegan,food_halal,food_kosher,food_gmo_free,food_organic
Mushroom - White Button,fruit,conventional,Sweden,9.19,1/13/2022,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",fish,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,http://dummyimage.com/233x100.png/dddddd/000000,http://dummyimage.com/207x100.png/ff4444/ffffff,81.7,251,29.6,78.2,79.8,99.3,3.1,28.3,56.2,99.4,36.2,78.7,936,12.0,True,True,False,False,True,False
Trueblue - Blueberry,fruit,organic,United States,38.1,11/19/2023,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,wheat,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,http://dummyimage.com/111x100.png/5fa2dd/ffffff,http://dummyimage.com/117x100.png/ff4444/ffffff,41.3,248,24.2,6.3,84.3,6.8,25.4,30.1,90.7,87.1,7.3,42.7,583,17.0,False,False,False,True,False,True
Container Clear 8 Oz,dairy,conventional,Slovenia,57.21,5/10/2023,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",tree nuts,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",http://dummyimage.com/108x100.png/cc0000/ffffff,http://dummyimage.com/187x100.png/cc0000/ffffff,71.0,275,8.4,92.5,58.6,1.2,9.9,94.6,16.1,96.0,1.4,95.5,676,23.4,True,True,False,True,False,False
Chicken - Soup Base,dairy,organic,Brazil,61.19,8/14/2023,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",eggs,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,http://dummyimage.com/101x100.png/cc0000/ffffff,http://dummyimage.com/238x100.png/dddddd/000000,35.3,174,83.3,87.0,76.2,53.0,81.0,75.6,90.2,38.0,33.9,16.7,769,45.4,False,False,False,True,True,False
Oyster - In Shell,meat,conventional,Poland,6.01,7/30/2023,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",wheat,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",http://dummyimage.com/176x100.png/ff4444/ffffff,http://dummyimage.com/150x100.png/cc0000/ffffff,52.3,271,84.6,11.6,80.7,62.5,7.8,21.4,24.0,88.6,41.9,71.6,966,80.5,False,True,True,True,True,False
Fireball Whisky,fruit,conventional,Sweden,75.83,10/21/2022,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",fish,Phasellus in felis. Donec semper sapien a libero. Nam dui.,http://dummyimage.com/163x100.png/dddddd/000000,http://dummyimage.com/120x100.png/cc0000/ffffff,75.4,520,98.4,17.3,47.2,96.3,85.2,67.9,12.8,94.0,4.4,38.0,374,46.9,False,False,False,True,True,True
Miso - Soy Bean Paste,vegetable,organic,China,33.64,5/4/2023,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",fish,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",http://dummyimage.com/155x100.png/ff4444/ffffff,http://dummyimage.com/109x100.png/ff4444/ffffff,55.5,216,11.5,71.2,13.8,68.2,6.9,75.4,72.0,20.8,82.8,44.6,630,89.4,False,True,False,False,True,False
Cheese - St. Paulin,fruit,organic,Mongolia,87.24,5/30/2022,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",shellfish,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,http://dummyimage.com/143x100.png/cc0000/ffffff,http://dummyimage.com/160x100.png/ff4444/ffffff,50.3,685,45.0,56.2,99.8,13.9,12.4,33.5,74.1,31.1,12.5,14.6,295,22.9,False,False,True,True,True,False
Sauce - Vodka Blush,meat,organic,Swaziland,59.14,7/12/2023,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",wheat,Sed ante. Vivamus tortor. Duis mattis egestas metus.,http://dummyimage.com/158x100.png/ff4444/ffffff,http://dummyimage.com/198x100.png/5fa2dd/ffffff,80.3,709,32.9,12.4,25.9,88.2,34.2,86.1,41.3,42.5,40.2,7.1,975,39.9,True,True,True,False,False,False
Juice - Lemon,grain,conventional,Indonesia,23.1,9/2/2023,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",fish,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",http://dummyimage.com/100x100.png/dddddd/000000,http://dummyimage.com/110x100.png/ff4444/ffffff,61.8,854,49.8,1.4,4.5,37.7,93.3,87.3,51.7,79.4,25.5,77.6,130,53.2,False,True,True,True,False,True
Irish Cream - Baileys,meat,conventional,Brazil,91.17,12/27/2023,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",milk,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",http://dummyimage.com/210x100.png/ff4444/ffffff,http://dummyimage.com/216x100.png/ff4444/ffffff,11.6,515,15.0,61.9,61.1,67.7,27.6,18.2,80.2,23.9,81.1,52.4,421,30.3,False,False,True,False,True,False
Sambuca Cream,vegetable,organic,Philippines,1.12,6/11/2022,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",milk,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,http://dummyimage.com/102x100.png/ff4444/ffffff,http://dummyimage.com/149x100.png/5fa2dd/ffffff,88.8,896,77.6,48.4,57.1,32.8,85.3,98.2,15.2,95.6,20.3,16.2,242,8.5,True,False,True,True,False,True
Chinese Foods - Plain Fried Rice,grain,organic,France,37.7,5/17/2022,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",fish,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",http://dummyimage.com/227x100.png/5fa2dd/ffffff,http://dummyimage.com/203x100.png/5fa2dd/ffffff,86.8,416,79.3,96.1,27.1,79.3,62.3,13.3,61.8,26.2,69.4,65.3,397,23.7,False,True,True,True,False,True
Bagel - Everything,fruit,organic,Czech Republic,28.7,9/1/2023,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",peanuts,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",http://dummyimage.com/111x100.png/dddddd/000000,http://dummyimage.com/126x100.png/cc0000/ffffff,27.7,396,66.2,9.3,29.4,91.3,90.3,22.1,97.9,50.3,39.7,92.6,864,68.0,True,True,False,False,False,False
Parasol Pick Stir Stick,grain,organic,China,82.83,11/19/2023,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,eggs,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,http://dummyimage.com/110x100.png/dddddd/000000,http://dummyimage.com/130x100.png/dddddd/000000,50.5,508,39.5,93.4,28.0,32.8,13.3,93.9,0.1,84.5,44.2,14.8,311,93.0,True,False,False,True,True,True
Nori Sea Weed,grain,organic,Lithuania,36.33,12/24/2022,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",wheat,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",http://dummyimage.com/189x100.png/dddddd/000000,http://dummyimage.com/106x100.png/ff4444/ffffff,95.3,175,65.7,14.7,46.4,46.4,53.1,85.4,96.7,59.1,24.9,85.9,795,1.7,True,True,False,False,False,True
Tomato - Peeled Italian Canned,dairy,organic,Canada,30.19,7/6/2023,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",soy,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",http://dummyimage.com/100x100.png/5fa2dd/ffffff,http://dummyimage.com/209x100.png/dddddd/000000,71.8,506,86.5,90.9,0.8,94.2,84.6,0.1,50.8,25.8,40.6,82.2,216,11.7,False,False,False,True,True,True
Wine - Cousino Macul Antiguas,fruit,conventional,China,26.34,6/4/2023,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",soy,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",http://dummyimage.com/154x100.png/dddddd/000000,http://dummyimage.com/187x100.png/ff4444/ffffff,58.1,807,79.2,43.4,86.1,8.8,14.0,83.4,45.2,30.4,88.4,28.6,58,98.6,True,False,False,False,True,False
Filo Dough,grain,conventional,French Polynesia,48.88,11/16/2023,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",tree nuts,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,http://dummyimage.com/150x100.png/cc0000/ffffff,http://dummyimage.com/214x100.png/5fa2dd/ffffff,31.2,316,22.1,21.4,18.7,23.5,59.0,94.5,18.8,4.1,87.6,74.6,955,97.2,True,True,False,False,False,True
Cleaner - Comet,vegetable,organic,United States,90.43,2/26/2023,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",peanuts,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",http://dummyimage.com/130x100.png/dddddd/000000,http://dummyimage.com/242x100.png/5fa2dd/ffffff,51.9,258,38.5,93.2,16.7,25.9,67.2,26.1,95.9,48.6,72.2,27.7,356,15.5,True,True,True,False,True,True
Cheese - Comtomme,dairy,conventional,China,59.58,11/11/2022,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",fish,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",http://dummyimage.com/113x100.png/ff4444/ffffff,http://dummyimage.com/231x100.png/dddddd/000000,61.5,253,7.9,40.8,65.9,87.6,4.6,9.5,30.9,76.2,66.7,71.0,40,12.2,True,False,False,False,False,False
Scallops - Live In Shell,dairy,organic,Ecuador,56.95,5/15/2022,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",eggs,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,http://dummyimage.com/192x100.png/5fa2dd/ffffff,http://dummyimage.com/167x100.png/dddddd/000000,21.4,199,70.1,56.8,25.2,4.8,96.9,42.3,56.8,17.9,30.9,30.6,389,61.3,False,False,True,True,True,True
Spring Roll Veg Mini,dairy,conventional,Portugal,37.74,1/25/2022,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",eggs,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",http://dummyimage.com/227x100.png/ff4444/ffffff,http://dummyimage.com/209x100.png/ff4444/ffffff,56.7,920,31.4,46.2,29.4,60.8,66.2,22.2,36.7,98.8,97.6,67.3,805,75.9,False,True,False,True,False,True
Cheese Cloth No 100,meat,conventional,Philippines,73.04,5/3/2023,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",peanuts,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",http://dummyimage.com/160x100.png/ff4444/ffffff,http://dummyimage.com/201x100.png/ff4444/ffffff,61.1,394,50.8,41.0,79.7,70.7,80.7,87.9,31.1,92.5,93.8,32.6,145,75.1,False,True,False,True,True,False
"Wine - White, Pelee Island",grain,conventional,Afghanistan,42.88,2/10/2022,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",milk,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",http://dummyimage.com/194x100.png/cc0000/ffffff,http://dummyimage.com/221x100.png/ff4444/ffffff,16.6,413,92.1,70.8,61.9,7.4,26.4,41.5,38.7,92.1,51.9,15.4,996,19.3,True,True,True,True,False,True
